"Season","Colony","ring","sex","Mate_ID","Focal_Seasons","Mate_Seasons","Mate_min_Seasons","Focal_min_Seasons","predation","Pair","julian_date_first","days_to_last_brood","total_pair_duration","total_pair_duration_nogaps","N_Clutches_Pair","N_Clutches_Focal","breeding_exp_pair_nogaps","breeding_exp_Focal","breeding_exp_Focal_nogaps","breeding_exp_Mate","breeding_exp_Mate_nogaps","breeding_exp_Focal_days_season","breeding_exp_Mate_days_season","N_of_life_partners_Focal","N_of_life_partners_Mate","breeding_exp_pair_days_season","tot_fitness","N_eggs_season","Season_Focal","Season_Mate","season_length_population","recruitment_age_Focal","recruitment_age_Mate","Clutch_size_pair_season_mean","N_Clutches_Mate","N_Clutches_Pair_succ","N_hatched","lifespan_min_Focal","lifespan_min_Mate","lifespan_exact_Focal","lifespan_exact_Mate","prop_succ_breeding_attempt","Focal.cohort","Mate.cohort","season_length","season_of_protection","Col_Size","season_start","Min_Age_Focal_season_days","Min_Age_Mate_season_days","breeding_exp_pair_days_season_earliest","breeding_exp_Focal_days_season_earliest","breeding_exp_Mate_days_season_earliest","Min_Age_Focal_season_days_earliest","Min_Age_Mate_season_days_earliest"
"2010/2011",20,"BH35771","2","BH22632",NA,NA,8,NA,"protected","BH35771_BH22632",86,71,5,7,1,1,3,2,3,2,3,764,764,1,1,764,2,3,"2010/2011_BH35771","2010/2011_BH22632",156,NA,NA,3,1,1,2,NA,12,NA,NA,1,NA,NA,71,1,21,"2011-01-01",NA,3016,764,764,764,NA,3016
"2010/2011",25,"BH18714","2","BH09773",6,NA,9,6,"natural","BH18714_BH09773",78,79,1,1,1,1,1,2,3,1,1,749,0,3,1,0,3,3,"2010/2011_BH18714","2010/2011_BH09773",156,NA,NA,3,1,1,3,10,9,10,NA,1,2004,NA,79,NA,28,"2010-12-24",2229,3388,0,749,0,2229,3388
"2010/2011",27,"BH70762","2","BH70880",NA,NA,2,3,"natural","BH70762_BH70880",81,76,1,1,1,1,1,2,3,1,1,753,0,2,1,0,1,3,"2010/2011_BH70762","2010/2011_BH70880",156,NA,NA,3,1,1,3,3,2,NA,NA,1,NA,NA,76,NA,36,"2010-12-27",1144,855,0,753,0,1144,855
"2012/2013",8,"BH22622","2","BC79188",NA,NA,5,10,"protected","BH22622_BC79188",52,32,3,4,3,3,3,3,3,2,3,770,770,2,1,770,3,10,"2012/2013_BH22622","2012/2013_BC79188",149,NA,NA,3.4,3,1,4,12,7,NA,NA,0.333333333333333,NA,NA,98,3,40,"2012-11-12",3775,1909,704,704,704,3709,1843
"2012/2013",8,"BH22622","2","BC79188",NA,NA,5,10,"protected","BH22622_BC79188",52,32,3,4,3,3,3,3,3,2,3,770,770,2,1,770,3,10,"2012/2013_BH22622","2012/2013_BC79188",149,NA,NA,3.4,3,1,NA,12,7,NA,NA,0.333333333333333,NA,NA,98,3,40,"2012-11-12",3775,1909,704,704,704,3709,1843
"2012/2013",8,"BH70874","2","BH70906",NA,NA,4,4,"protected","BH70874_BH70906",106,43,1,1,1,1,1,2,3,2,3,818,748,2,2,0,3,4,"2012/2013_BH70874","2012/2013_BH70906",149,NA,NA,4,1,1,3,4,4,NA,NA,1,NA,NA,43,3,40,"2013-01-06",1597,1588,0,818,748,1597,1588
"2012/2013",8,"BH22622","2","BC79188",NA,NA,5,10,"protected","BH22622_BC79188",52,32,3,4,3,3,3,3,3,2,3,770,770,2,1,770,3,10,"2012/2013_BH22622","2012/2013_BC79188",149,NA,NA,3.4,3,1,3,12,7,NA,NA,0.333333333333333,NA,NA,98,3,40,"2012-11-12",3775,1909,704,704,704,3709,1843
"2012/2013",8,"BH85207","2","BH76505",NA,NA,4,3,"protected","BH85207_BH76505",76,73,4,4,1,1,1,2,3,1,1,785,0,2,1,0,3,5,"2012/2013_BH85207","2012/2013_BH76505",149,NA,NA,5,1,1,4,6,7,NA,NA,1,NA,NA,74,3,40,"2012-12-06",1043,1229,0,785,0,1043,1229
"2012/2013",8,"BC98895","2","BC98494",NA,12,13,12,"protected","BC98895_BC98494",49,100,3,4,1,1,3,2,3,3,3,759,759,2,2,759,3,4,"2012/2013_BC98895","2012/2013_BC98494",149,NA,NA,4,1,1,3,14,14,NA,14,1,NA,2000,101,3,40,"2012-11-09",4440,4631,759,759,759,4440,4631
"2012/2013",8,"BH24067","2","BC79168",NA,NA,5,10,"protected","BH24067_BC79168",8,6,2,3,4,4,3,2,3,2,3,774,774,1,3,774,0,11,"2012/2013_BH24067","2012/2013_BC79168",149,NA,NA,2.81818181818182,4,NA,1,10,7,NA,NA,NA,NA,NA,142,3,40,"2012-09-29",3559,1935,638,638,638,3423,1799
"2012/2013",8,"BH24067","2","BC79168",NA,NA,5,10,"protected","BH24067_BC79168",8,6,2,3,4,4,3,2,3,2,3,774,774,1,3,774,0,11,"2012/2013_BH24067","2012/2013_BC79168",149,NA,NA,2.81818181818182,4,NA,0,10,7,NA,NA,NA,NA,NA,142,3,40,"2012-09-29",3559,1935,638,638,638,3423,1799
"2012/2013",8,"BH24067","2","BC79168",NA,NA,5,10,"protected","BH24067_BC79168",8,6,2,3,4,4,3,2,3,2,3,774,774,1,3,774,0,11,"2012/2013_BH24067","2012/2013_BC79168",149,NA,NA,2.81818181818182,4,NA,3,10,7,NA,NA,NA,NA,NA,142,3,40,"2012-09-29",3559,1935,638,638,638,3423,1799
"2012/2013",11,"BH76469","2","BH18753",NA,NA,9,4,"protected","BH76469_BH18753",24,9,2,2,5,5,1,3,3,1,1,811,117,2,1,117,2,13,"2012/2013_BH76469","2012/2013_BH18753",149,NA,NA,2.69230769230769,5,1,0,6,10,NA,NA,0.2,NA,NA,126,3,31,"2012-10-15",1617,3216,0,694,0,1500,3099
"2012/2013",11,"BH76469","2","BH18753",NA,NA,9,4,"protected","BH76469_BH18753",24,9,2,2,5,5,1,3,3,1,1,811,117,2,1,117,2,13,"2012/2013_BH76469","2012/2013_BH18753",149,NA,NA,2.69230769230769,5,1,3,6,10,NA,NA,0.2,NA,NA,126,3,31,"2012-10-15",1617,3216,0,694,0,1500,3099
"2012/2013",20,"BH70900","2","BH31525",NA,6,7,4,"protected","BH70900_BH31525",5,13,3,3,4,4,3,3,3,3,3,849,849,2,1,849,4,16,"2012/2013_BH70900","2012/2013_BH31525",149,NA,NA,4,4,1,4,8,7,NA,7,0.25,NA,2006,145,3,25,"2012-09-26",1619,2500,717,717,717,1487,2368
"2012/2013",20,"BH70900","2","BH31525",NA,6,7,4,"protected","BH70900_BH31525",5,13,3,3,4,4,3,3,3,3,3,849,849,2,1,849,4,16,"2012/2013_BH70900","2012/2013_BH31525",149,NA,NA,4,4,1,0,8,7,NA,7,0.25,NA,2006,145,3,25,"2012-09-26",1619,2500,717,717,717,1487,2368
"2012/2013",20,"BH70900","2","BH31525",NA,6,7,4,"protected","BH70900_BH31525",5,13,3,3,4,4,3,3,3,3,3,849,849,2,1,849,4,16,"2012/2013_BH70900","2012/2013_BH31525",149,NA,NA,4,4,1,3,8,7,NA,7,0.25,NA,2006,145,3,25,"2012-09-26",1619,2500,717,717,717,1487,2368
"2012/2013",27,"BH70883","2","BH09963",NA,NA,11,4,"protected","BH70883_BH09963",11,72,1,1,2,2,1,2,3,1,1,712,66,2,1,66,3,7,"2012/2013_BH70883","2012/2013_BH09963",149,NA,NA,3.57142857142857,2,2,4,6,10,NA,NA,1,NA,NA,139,1,15,"2012-10-02",1566,3820,0,646,0,1500,3754
"2012/2013",27,"BH70883","2","BH09963",NA,NA,11,4,"protected","BH70883_BH09963",11,72,1,1,2,2,1,2,3,1,1,712,66,2,1,66,3,7,"2012/2013_BH70883","2012/2013_BH09963",149,NA,NA,3.57142857142857,2,2,3,6,10,NA,NA,1,NA,NA,139,1,15,"2012-10-02",1566,3820,0,646,0,1500,3754
"2012/2013",31,"BH23951","2","BH35708",6,NA,NA,7,"protected","BH23951_BH35708",27,52,2,3,3,3,3,2,3,2,3,761,761,1,1,761,2,11,"2012/2013_BH23951","2012/2013_BH35708",149,NA,NA,4.09090909090909,3,2,2,7,NA,7,NA,0.666666666666667,2006,NA,123,3,50,"2012-10-18",2488,NA,691,691,691,2418,NA
"2012/2013",31,"BH23951","2","BH35708",6,NA,NA,7,"protected","BH23951_BH35708",27,52,2,3,3,3,3,2,3,2,3,761,761,1,1,761,2,11,"2012/2013_BH23951","2012/2013_BH35708",149,NA,NA,4.09090909090909,3,2,0,7,NA,7,NA,0.666666666666667,2006,NA,123,3,50,"2012-10-18",2488,NA,691,691,691,2418,NA
"2012/2013",31,"BH23951","2","BH35708",6,NA,NA,7,"protected","BH23951_BH35708",27,52,2,3,3,3,3,2,3,2,3,761,761,1,1,761,2,11,"2012/2013_BH23951","2012/2013_BH35708",149,NA,NA,4.09090909090909,3,2,1,7,NA,7,NA,0.666666666666667,2006,NA,123,3,50,"2012-10-18",2488,NA,691,691,691,2418,NA
"2012/2013",31,"BH70948","2","BH85335",NA,1,2,4,"protected","BH70948_BH85335",76,73,1,1,1,1,1,2,3,1,1,741,0,2,1,0,2,5,"2012/2013_BH70948","2012/2013_BH85335",149,NA,2,5,1,1,2,4,2,NA,2,1,NA,2011,74,3,50,"2012-12-06",1556,656,0,741,0,1556,656
"2012/2013",31,"BH70936","2","BH70939",NA,NA,4,4,"protected","BH70936_BH70939",26,24,1,1,4,4,1,2,3,1,1,837,100,2,2,100,3,15,"2012/2013_BH70936","2012/2013_BH70939",149,NA,NA,3.8,4,1,0,4,6,NA,NA,0.25,NA,NA,124,3,50,"2012-10-17",1606,1606,0,737,0,1506,1506
"2012/2013",31,"BH70936","2","BH70939",NA,NA,4,4,"protected","BH70936_BH70939",26,24,1,1,4,4,1,2,3,1,1,837,100,2,2,100,3,15,"2012/2013_BH70936","2012/2013_BH70939",149,NA,NA,3.8,4,1,3,4,6,NA,NA,0.25,NA,NA,124,3,50,"2012-10-17",1606,1606,0,737,0,1506,1506
"2012/2013",37,"BH76546","2","BH76529",NA,NA,4,4,"protected","BH76546_BH76529",22,127,1,1,1,2,1,2,3,1,1,791,0,3,1,0,2,4,"2012/2013_BH76546","2012/2013_BH76529",149,NA,NA,4,1,1,2,6,3,NA,NA,1,NA,NA,128,3,46,"2012-10-13",1232,1173,0,732,0,1173,1173
"2012/2013",38,"BH76628","2","BH76604",NA,NA,4,4,"natural","BH76628_BH76604",78,11,1,1,4,4,1,3,3,1,1,765,61,3,1,61,0,11,"2012/2013_BH76628","2012/2013_BH76604",149,NA,NA,3.36363636363636,4,NA,0,4,4,NA,NA,NA,NA,NA,72,NA,53,"2012-12-08",1288,1288,0,704,0,1227,1227
"2012/2013",38,"BH76628","2","BH76604",NA,NA,4,4,"natural","BH76628_BH76604",78,11,1,1,4,4,1,3,3,1,1,765,61,3,1,61,0,11,"2012/2013_BH76628","2012/2013_BH76604",149,NA,NA,3.36363636363636,4,NA,4,4,4,NA,NA,NA,NA,NA,72,NA,53,"2012-12-08",1288,1288,0,704,0,1227,1227
"2012/2013",38,"BH76653","2","BH31731",NA,NA,9,4,"natural","BH76653_BH31731",25,29,2,3,3,3,3,2,3,2,3,741,741,1,1,741,1,10,"2012/2013_BH76653","2012/2013_BH31731",149,NA,NA,3.4,3,1,0,3,9,NA,NA,0.333333333333333,NA,NA,125,NA,53,"2012-10-16",1270,3186,645,645,645,1174,3090
"2012/2013",38,"BH76653","2","BH31731",NA,NA,9,4,"natural","BH76653_BH31731",25,29,2,3,3,3,3,2,3,2,3,741,741,1,1,741,1,10,"2012/2013_BH76653","2012/2013_BH31731",149,NA,NA,3.4,3,1,3,3,9,NA,NA,0.333333333333333,NA,NA,125,NA,53,"2012-10-16",1270,3186,645,645,645,1174,3090
"2012/2013",38,"BH35767","2","BH23941",NA,6,7,NA,"natural","BH35767_BH23941",23,53,1,1,3,3,1,2,3,1,1,720,73,2,1,73,0,10,"2012/2013_BH35767","2012/2013_BH23941",149,NA,NA,3.4,3,NA,3,NA,7,NA,7,NA,NA,2006,127,NA,53,"2012-10-14",NA,2487,0,647,0,NA,2414
"2012/2013",38,"BH35767","2","BH23941",NA,6,7,NA,"natural","BH35767_BH23941",23,53,1,1,3,3,1,2,3,1,1,720,73,2,1,73,0,10,"2012/2013_BH35767","2012/2013_BH23941",149,NA,NA,3.4,3,NA,NA,NA,7,NA,7,NA,NA,2006,127,NA,53,"2012-10-14",NA,2487,0,647,0,NA,2414
"2014/2015",2,"BH85314","2","BH76557",3,NA,6,4,"natural","BH85314_BH76557",24,15,4,4,3,3,3,3,3,3,3,760,760,2,1,760,2,6,"2014/2015_BH85314","2014/2015_BH76557",154,2,NA,2.33333333333333,3,1,0,7,7,7,NA,0.333333333333333,2011,NA,131,NA,21,"2014-09-11",1426,1986,644,644,644,1310,1870
"2014/2015",2,"BH85314","2","BH76557",3,NA,6,4,"natural","BH85314_BH76557",24,15,4,4,3,3,3,3,3,3,3,760,760,2,1,760,2,6,"2014/2015_BH85314","2014/2015_BH76557",154,2,NA,2.33333333333333,3,1,2,7,7,7,NA,0.333333333333333,2011,NA,131,NA,21,"2014-09-11",1426,1986,644,644,644,1310,1870
"2014/2015",8,"BH76537","2","BH85209",NA,NA,5,6,"protected","BH76537_BH85209",29,65,4,4,3,3,3,3,3,3,3,733,733,2,1,733,5,9,"2014/2015_BH76537","2014/2015_BH85209",154,NA,NA,3,3,2,0,8,7,NA,NA,0.666666666666667,NA,NA,126,5,104,"2014-09-16",1937,1827,672,672,672,1876,1766
"2014/2015",8,"BH76537","2","BH85209",NA,NA,5,6,"protected","BH76537_BH85209",29,65,4,4,3,3,3,3,3,3,3,733,733,2,1,733,5,9,"2014/2015_BH76537","2014/2015_BH85209",154,NA,NA,3,3,2,2,8,7,NA,NA,0.666666666666667,NA,NA,126,5,104,"2014-09-16",1937,1827,672,672,672,1876,1766
"2014/2015",8,"BH76537","2","BH85209",NA,NA,5,6,"protected","BH76537_BH85209",29,65,4,4,3,3,3,3,3,3,3,733,733,2,1,733,5,9,"2014/2015_BH76537","2014/2015_BH85209",154,NA,NA,3,3,2,3,8,7,NA,NA,0.666666666666667,NA,NA,126,5,104,"2014-09-16",1937,1827,672,672,672,1876,1766
"2014/2015",8,"BH85005","2","BH85208",NA,NA,5,5,"protected","BH85005_BH85208",27,68,3,3,2,2,3,3,3,3,3,779,779,2,1,779,7,7,"2014/2015_BH85005","2014/2015_BH85208",154,NA,NA,3.57142857142857,2,2,4,8,5,NA,NA,1,NA,NA,128,5,104,"2014-09-14",1927,1824,719,719,719,1867,1764
"2014/2015",8,"BH85005","2","BH85208",NA,NA,5,5,"protected","BH85005_BH85208",27,68,3,3,2,2,3,3,3,3,3,779,779,2,1,779,7,7,"2014/2015_BH85005","2014/2015_BH85208",154,NA,NA,3.57142857142857,2,2,3,8,5,NA,NA,1,NA,NA,128,5,104,"2014-09-14",1927,1824,719,719,719,1867,1764
"2014/2015",8,"BH76561","2","BH85266",NA,3,4,6,"protected","BH76561_BH85266",28,16,3,3,4,4,3,3,3,3,3,811,811,1,1,811,2,13,"2014/2015_BH76561","2014/2015_BH85266",154,NA,2,3.30769230769231,4,1,0,5,4,NA,4,0.25,NA,2011,127,5,104,"2014-09-15",1985,1439,700,700,700,1874,1328
"2014/2015",8,"BH76561","2","BH85266",NA,3,4,6,"protected","BH76561_BH85266",28,16,3,3,4,4,3,3,3,3,3,811,811,1,1,811,2,13,"2014/2015_BH76561","2014/2015_BH85266",154,NA,2,3.30769230769231,4,1,2,5,4,NA,4,0.25,NA,2011,127,5,104,"2014-09-15",1985,1439,700,700,700,1874,1328
"2014/2015",8,"BH76561","2","BH85266",NA,3,4,6,"protected","BH76561_BH85266",28,16,3,3,4,4,3,3,3,3,3,811,811,1,1,811,2,13,"2014/2015_BH76561","2014/2015_BH85266",154,NA,2,3.30769230769231,4,1,3,5,4,NA,4,0.25,NA,2011,127,5,104,"2014-09-15",1985,1439,700,700,700,1874,1328
"2014/2015",11,"BH88703","2","BH94445",NA,2,2,3,"protected","BH88703_BH94445",28,34,1,1,3,3,1,3,3,1,1,779,93,4,3,93,3,12,"2014/2015_BH88703","2014/2015_BH94445",154,NA,2,4,3,1,3,7,5,NA,5,0.333333333333333,NA,2012,127,5,44,"2014-09-15",1206,716,0,686,0,1113,623
"2014/2015",11,"BH88703","2","BH94445",NA,2,2,3,"protected","BH88703_BH94445",28,34,1,1,3,3,1,3,3,1,1,779,93,4,3,93,3,12,"2014/2015_BH88703","2014/2015_BH94445",154,NA,2,4,3,1,0,7,5,NA,5,0.333333333333333,NA,2012,127,5,44,"2014-09-15",1206,716,0,686,0,1113,623
"2014/2015",27,"BH88655","2","BH70772",NA,NA,7,4,"protected","BH88655_BH70772",36,119,3,3,1,1,3,3,3,3,3,666,666,1,1,666,3,3,"2014/2015_BH88655","2014/2015_BH70772",154,NA,NA,3,1,1,3,4,7,NA,NA,1,NA,NA,119,3,25,"2014-09-23",1478,2510,666,666,666,1478,2510
"2014/2015",32,"BH70930","2","BH76512",NA,NA,6,6,"natural","BH70930_BH76512",27,32,3,3,3,3,1,3,3,2,3,722,808,2,2,96,3,11,"2014/2015_BH70930","2014/2015_BH76512",154,NA,NA,3.72727272727273,3,1,3,9,8,NA,NA,0.333333333333333,NA,NA,128,NA,21,"2014-09-14",2299,1971,0,626,712,2203,1875
"2014/2015",32,"BH70930","2","BH76512",NA,NA,6,6,"natural","BH70930_BH76512",27,32,3,3,3,3,1,3,3,2,3,722,808,2,2,96,3,11,"2014/2015_BH70930","2014/2015_BH76512",154,NA,NA,3.72727272727273,3,1,4,9,8,NA,NA,0.333333333333333,NA,NA,128,NA,21,"2014-09-14",2299,1971,0,626,712,2203,1875
"2014/2015",32,"BH70930","2","BH76512",NA,NA,6,6,"natural","BH70930_BH76512",27,32,3,3,3,3,1,3,3,2,3,722,808,2,2,96,3,11,"2014/2015_BH70930","2014/2015_BH76512",154,NA,NA,3.72727272727273,3,1,0,9,8,NA,NA,0.333333333333333,NA,NA,128,NA,21,"2014-09-14",2299,1971,0,626,712,2203,1875
"2014/2015",37,"BH85075","2","BH42409",NA,9,10,5,"protected","BH85075_BH42409",27,51,5,5,3,3,3,3,3,3,3,776,776,1,2,776,8,11,"2014/2015_BH85075","2014/2015_BH42409",154,NA,NA,3.72727272727273,3,2,0,7,12,NA,12,0.666666666666667,NA,NA,128,5,37,"2014-09-14",1901,3533,699,699,699,1824,3456
"2014/2015",37,"BH85075","2","BH42409",NA,9,10,5,"protected","BH85075_BH42409",27,51,5,5,3,3,3,3,3,3,3,776,776,1,2,776,8,11,"2014/2015_BH85075","2014/2015_BH42409",154,NA,NA,3.72727272727273,3,2,4,7,12,NA,12,0.666666666666667,NA,NA,128,5,37,"2014-09-14",1901,3533,699,699,699,1824,3456
"2014/2015",37,"BH76527","2","BH94673",NA,NA,2,6,"protected","BH76527_BH94673",33,114,2,2,2,2,2,3,3,2,2,656,279,2,1,279,3,5,"2014/2015_BH76527","2014/2015_BH94673",154,NA,NA,3.4,2,1,0,5,2,NA,NA,0.5,NA,NA,122,5,37,"2014-09-20",1888,676,271,648,271,1880,668
"2014/2015",37,"BH76527","2","BH94673",NA,NA,2,6,"protected","BH76527_BH94673",33,114,2,2,2,2,2,3,3,2,2,656,279,2,1,279,3,5,"2014/2015_BH76527","2014/2015_BH94673",154,NA,NA,3.4,2,1,3,5,2,NA,NA,0.5,NA,NA,122,5,37,"2014-09-20",1888,676,271,648,271,1880,668
"2014/2015",38,"BH70797","2","BH76605",NA,NA,6,7,"natural","BH70797_BH76605",36,119,3,3,1,1,3,3,3,3,3,673,673,1,1,673,3,3,"2014/2015_BH70797","2014/2015_BH76605",154,NA,NA,3,1,1,3,7,5,NA,NA,1,NA,NA,119,NA,17,"2014-09-23",2508,1881,673,673,673,2508,1881
"2014/2015",71,"BH85059","2","BH85085",NA,NA,5,5,"protected","BH85059_BH85085",88,67,1,1,1,1,1,2,3,2,2,707,306,3,2,0,2,3,"2014/2015_BH85059","2014/2015_BH85085",154,NA,NA,3,1,1,3,7,5,NA,NA,1,NA,NA,67,3,31,"2014-11-14",1886,1878,0,707,306,1886,1878
"2015/2016",8,"BH88621","2","BH94861",NA,3,3,5,"protected","BH88621_BH94861",12,34,4,4,5,5,3,3,3,3,3,859,859,1,2,859,9,17,"2015/2016_BH88621","2015/2016_BH94861",321,NA,1,3.47058823529412,5,4,4,6,5,NA,5,0.8,NA,2012,310,6,116,"2015-10-13",2143,1309,583,583,583,1867,1033
"2015/2016",8,"BH88621","2","BH94861",NA,3,3,5,"protected","BH88621_BH94861",12,34,4,4,5,5,3,3,3,3,3,859,859,1,2,859,9,17,"2015/2016_BH88621","2015/2016_BH94861",321,NA,1,3.47058823529412,5,4,3,6,5,NA,5,0.8,NA,2012,310,6,116,"2015-10-13",2143,1309,583,583,583,1867,1033
"2015/2016",8,"BH88621","2","BH94861",NA,3,3,5,"protected","BH88621_BH94861",12,34,4,4,5,5,3,3,3,3,3,859,859,1,2,859,9,17,"2015/2016_BH88621","2015/2016_BH94861",321,NA,1,3.47058823529412,5,4,0,6,5,NA,5,0.8,NA,2012,310,6,116,"2015-10-13",2143,1309,583,583,583,1867,1033
"2015/2016",8,"BH94552","2","BH94844",2,3,3,3,"protected","BH94552_BH94844",146,109,3,3,2,2,1,3,3,1,1,795,67,2,1,67,5,6,"2015/2016_BH94552","2015/2016_BH94844",321,1,3,3,2,2,3,5,5,5,5,1,2013,2012,176,6,116,"2016-02-24",1177,1254,0,728,0,1110,1187
"2015/2016",8,"BH94552","2","BH94844",2,3,3,3,"protected","BH94552_BH94844",146,109,3,3,2,2,1,3,3,1,1,795,67,2,1,67,5,6,"2015/2016_BH94552","2015/2016_BH94844",321,1,3,3,2,2,2,5,5,5,5,1,2013,2012,176,6,116,"2016-02-24",1177,1254,0,728,0,1110,1187
"2015/2016",8,"BH85222","2","BH94858",5,3,3,5,"protected","BH85222_BH94858",132,114,2,2,2,2,1,2,3,2,2,925,554,2,2,76,1,6,"2015/2016_BH85222","2015/2016_BH94858",321,3,2,3,2,1,1,6,5,6,5,0.5,2010,2012,190,6,116,"2016-02-10",1945,1230,0,849,478,1869,1154
"2015/2016",8,"BH76556","2","BH85352",NA,4,5,7,"protected","BH76556_BH85352",150,32,3,3,3,3,3,3,3,3,3,938,938,2,1,938,3,8,"2015/2016_BH76556","2015/2016_BH85352",321,NA,3,2.75,3,2,NA,7,5,NA,5,0.666666666666667,NA,2011,172,6,116,"2016-02-28",2545,1968,798,798,798,2405,1828
"2015/2016",8,"BH76556","2","BH85352",NA,4,5,7,"protected","BH76556_BH85352",150,32,3,3,3,3,3,3,3,3,3,938,938,2,1,938,3,8,"2015/2016_BH76556","2015/2016_BH85352",321,NA,3,2.75,3,2,2,7,5,NA,5,0.666666666666667,NA,2011,172,6,116,"2016-02-28",2545,1968,798,798,798,2405,1828
"2015/2016",8,"BH85222","2","BH94858",5,3,3,5,"protected","BH85222_BH94858",132,114,2,2,2,2,1,2,3,2,2,925,554,2,2,76,1,6,"2015/2016_BH85222","2015/2016_BH94858",321,3,2,3,2,1,NA,6,5,6,5,0.5,2010,2012,190,6,116,"2016-02-10",1945,1230,0,849,478,1869,1154
"2015/2016",11,"BH70744","2","BH85249",NA,4,5,8,"protected","BH70744_BH85249",9,79,4,4,4,4,3,3,3,4,5,961,1685,2,1,961,3,12,"2015/2016_BH70744","2015/2016_BH85249",321,NA,1,3.5,4,2,4,10,6,NA,6,0.5,NA,2011,313,6,59,"2015-10-10",3132,1958,727,727,1451,2898,1724
"2015/2016",11,"BH70744","2","BH85249",NA,4,5,8,"protected","BH70744_BH85249",9,79,4,4,4,4,3,3,3,4,5,961,1685,2,1,961,3,12,"2015/2016_BH70744","2015/2016_BH85249",321,NA,1,3.5,4,2,2,10,6,NA,6,0.5,NA,2011,313,6,59,"2015-10-10",3132,1958,727,727,1451,2898,1724
"2015/2016",11,"BH70744","2","BH85249",NA,4,5,8,"protected","BH70744_BH85249",9,79,4,4,4,4,3,3,3,4,5,961,1685,2,1,961,3,12,"2015/2016_BH70744","2015/2016_BH85249",321,NA,1,3.5,4,2,0,10,6,NA,6,0.5,NA,2011,313,6,59,"2015-10-10",3132,1958,727,727,1451,2898,1724
"2015/2016",11,"BH88661","2","BH85251",NA,4,5,5,"protected","BH88661_BH85251",113,209,3,3,1,1,3,3,3,3,3,833,833,1,1,833,3,4,"2015/2016_BH88661","2015/2016_BH85251",321,NA,3,4,1,1,4,5,5,NA,5,1,NA,2011,209,6,59,"2016-01-22",1962,1828,833,833,833,1962,1828
"2015/2016",11,"BH94562","2","BH85311",NA,4,5,4,"protected","BH94562_BH85311",7,34,4,4,7,7,3,3,3,3,3,945,945,2,2,945,0,24,"2015/2016_BH94562","2015/2016_BH85311",321,NA,3,3.5,7,NA,4,6,7,NA,7,NA,NA,2011,315,6,59,"2015-10-08",1618,1985,664,664,664,1337,1704
"2015/2016",11,"BH94562","2","BH85311",NA,4,5,4,"protected","BH94562_BH85311",7,34,4,4,7,7,3,3,3,3,3,945,945,2,2,945,0,24,"2015/2016_BH94562","2015/2016_BH85311",321,NA,3,3.5,7,NA,3,6,7,NA,7,NA,NA,2011,315,6,59,"2015-10-08",1618,1985,664,664,664,1337,1704
"2015/2016",11,"BH94562","2","BH85311",NA,4,5,4,"protected","BH94562_BH85311",7,34,4,4,7,7,3,3,3,3,3,945,945,2,2,945,0,24,"2015/2016_BH94562","2015/2016_BH85311",321,NA,3,3.5,7,NA,0,6,7,NA,7,NA,NA,2011,315,6,59,"2015-10-08",1618,1985,664,664,664,1337,1704
"2015/2016",11,"BH94562","2","BH85311",NA,4,5,4,"protected","BH94562_BH85311",7,34,4,4,7,7,3,3,3,3,3,945,945,2,2,945,0,24,"2015/2016_BH94562","2015/2016_BH85311",321,NA,3,3.5,7,NA,NA,6,7,NA,7,NA,NA,2011,315,6,59,"2015-10-08",1618,1985,664,664,664,1337,1704
"2015/2016",11,"BH94495","2","BJ09617",2,1,2,3,"protected","BH94495_BJ09617",116,34,2,2,4,4,1,3,3,1,1,898,172,2,2,172,3,12,"2015/2016_BH94495","2015/2016_BJ09617",321,1,2,3,4,2,NA,4,4,4,4,0.5,2013,2014,206,6,59,"2016-01-25",1275,772,0,726,0,1103,600
"2015/2016",11,"BH94495","2","BJ09617",2,1,2,3,"protected","BH94495_BJ09617",116,34,2,2,4,4,1,3,3,1,1,898,172,2,2,172,3,12,"2015/2016_BH94495","2015/2016_BJ09617",321,1,2,3,4,2,3,4,4,4,4,0.5,2013,2014,206,6,59,"2016-01-25",1275,772,0,726,0,1103,600
"2015/2016",11,"BH94343","2","BH94653",NA,2,2,3,"protected","BH94343_BH94653",10,82,3,3,4,4,1,3,3,1,1,889,230,2,1,230,3,13,"2015/2016_BH94343","2015/2016_BH94653",321,NA,2,3.53846153846154,4,2,3,6,4,NA,4,0.5,NA,2013,312,6,59,"2015-10-11",1355,925,0,659,0,1125,695
"2015/2016",11,"BH94343","2","BH94653",NA,2,2,3,"protected","BH94343_BH94653",10,82,3,3,4,4,1,3,3,1,1,889,230,2,1,230,3,13,"2015/2016_BH94343","2015/2016_BH94653",321,NA,2,3.53846153846154,4,2,1,6,4,NA,4,0.5,NA,2013,312,6,59,"2015-10-11",1355,925,0,659,0,1125,695
"2015/2016",11,"BH88658","2","BH94441",NA,3,3,5,"protected","BH88658_BH94441",13,12,4,4,6,6,2,3,3,2,2,1032,618,2,1,618,4,17,"2015/2016_BH88658","2015/2016_BH94441",321,NA,2,2.88235294117647,6,2,0,7,5,NA,5,0.333333333333333,NA,2012,309,6,59,"2015-10-14",2160,1314,321,735,321,1863,1017
